"hmrc_code","measure","code_description"
"100630420","KG","Semi-milled round grain rice (excl. parboiled)"
"100630440","KG","Semi-milled medium grain rice (excl. parboiled)"
"100630460","KG","Semi-milled long grain rice, length-width ratio > 2 but < 3 (excl. parboiled)"
"100630480","KG","Semi-milled long grain rice, length-width ratio >= 3 (excl. parboiled)"
"100630610","KG","Wholly milled round grain rice, parboiled, whether or not polished or glazed"
"100630630","KG","Wholly milled medium grain rice, parboiled, whether or not polished or glazed"
"100630650","KG","Wholly milled long grain rice, length-width ratio > 2 but < 3, parboiled, whether or not polished or glazed"
"100630670","KG","Wholly milled long grain rice, length-width ratio >= 3, parboiled, whether or not polished or glazed"
"100630920","KG","Wholly milled round grain rice, whether or not polished or glazed (excl. parboiled)"
"100630940","KG","Wholly milled medium grain rice, whether or not polished or glazed (excl. parboiled)"
"100630960","KG","Wholly milled long grain rice, length-width > 2 but < 3, whether or not polished or glazed (excl. parboiled)"
"71420900","KG","Sweet potatoes, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets (excl. fresh whole sweet potatoes used for human consumption)"
"71430000","KG","Yams ""Dioscorea spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
"71440000","KG","Taro ""Colocasia spp."", fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets"
"71490200","KG","Arrowroot, salep and similar roots and tubers with high starch content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets (excl. manioc ""cassava"", sweet potatoes, yams, taro and yautia)"
"71490900","KG","Jerusalem artichokes and similar roots and tubers with high inulin content, fresh, chilled, frozen or dried, even sliced or in the form of pellets, and sago pith (excl. manioc, arrowroot, salep, sweet potatoes, yams, taro and yautia)"
"80111000","KG","Desiccated coconuts"
"80112000","KG","Fresh coconuts in the inner shell ""endocarp"""
"80119000","KG","Fresh coconuts, whether or not shelled or peeled (excl. in the inner shell ""endocarp"")"
"80121000","KG","Fresh or dried brazil nuts, in shell"
"80122000","KG","Fresh or dried brazil nuts, shelled"
"80131000","KG","Fresh or dried cashew nuts, in shell"
"80132000","KG","Fresh or dried cashew nuts, shelled"
"80211100","KG","Fresh or dried bitter almonds in shell"
"80211900","KG","Fresh or dried almonds in shell (excl. bitter)"
"80212100","KG","Fresh or dried bitter almonds, shelled"
"80212900","KG","Fresh or dried almonds, shelled (excl. bitter)"
"80221000","KG","Fresh or dried hazelnuts or filberts ""Corylus spp."", in shell"
"80222000","KG","Fresh or dried hazelnuts or filberts ""Corylus spp."", shelled"
"80231000","KG","Fresh or dried walnuts, in shell"
"80232000","KG","Fresh or dried walnuts, shelled"
"80241000","KG","Fresh or dried chestnuts ""Castanea spp."", in shell"
"80242000","KG","Fresh or dried chestnuts ""Castanea spp."", shelled"
"80251000","KG","Fresh or dried pistachios, in shell"
"80261000","KG","Fresh or dried macadamia nuts, in shell"
"80262000","KG","Fresh or dried macadamia nuts, shelled"
"80270000","KG","Fresh or dried kola nuts ""Cola spp."", whether or not shelled or peeled"
"80280000","KG","Fresh or dried areca nuts, whether or not shelled or peeled"
"80290100","KG","Fresh or dried pecans, whether or not shelled or peeled"
"80290500","KG","Pine nuts, fresh or dried, whether or not shelled or peeled"
"80290850","KG","Nuts, fresh or dried, whether or not shelled or peeled (excl. coconuts, Brazil nuts, cashew nuts, almonds, hazelnuts, walnuts, chestnuts ""Castania spp."", pistachios, pecans, areca ""betel"" nuts, cola nuts, pine nuts and macadamia nuts)"
"80310100","KG","Plantains, fresh"
"80310900","KG","Plantains, dried"
"80390100","KG","Bananas, fresh (excl. plantains)"
"80390900","KG","Bananas, dried (excl. plantains)"
"80410000","KG","Fresh or dried dates"
"80420100","KG","Fresh figs"
"80420900","KG","Dried figs"
"80430000","KG","Fresh or dried pineapples"
"80440000","KG","Fresh or dried avocados"
"80450000","KG","Fresh or dried guavas, mangoes and mangosteens"
"80510200","KG","Fresh sweet oranges"
"80520100","KG","Fresh or dried clementines"
"80520300","KG","Fresh or dried monreales and satsumas"
"80520500","KG","Fresh or dried mandarins and wilkings"
"80520700","KG","Fresh or dried tangerines"
"80520900","KG","Fresh or dried tangelos, ortaniques, malaquinas and similar citrus hybrids (excl. clementines, monreales, satsumas, mandarins, wilkings and tangerines)"
"80540000","KG","Fresh or dried grapefruit"
"80550100","KG","Fresh or dried lemons ""Citrus limon, Citrus limonum"""
"80550900","KG","Fresh or dried limes ""Citrus aurantifolia, Citrus latifolia"""
"80590000","KG","Fresh or dried citrus fruit (excl. oranges, lemons ""Citrus limon, Citrus limonum"", limes ""Citrus aurantifolia, Citrus latifolia"", grapefruit, mandarins, incl. tangerines and satsumas, clementines, wilkings and similar citrus hybrids)"
"80610100","KG","Fresh table grapes"
"80610900","KG","Fresh grapes (excl. table grapes)"
"80620100","KG","Currants"
"80620300","KG","Sultanas"
"80620900","KG","Dried grapes (excl. currants and sultanas)"
"80719000","KG","Fresh melons (excl. watermelons)"
"80720000","KG","Fresh pawpaws ""papayas"""
"80810100","KG","Fresh cider apples, in bulk, from 16 September to 15 December"
"80810800","KG","Fresh apples (excl. cider apples, in bulk, from 16 September to 15 December)"
"80830100","KG","Fresh perry pears, in bulk, from 1 August to 31 December"
"80830900","KG","Fresh pears (excl. perry pears in bulk from 1 August to 31 December)"
"80840000","KG","Fresh quinces"
"80910000","KG","Fresh apricots"
"80921000","KG","Fresh sour cherries ""Prunus cerasus"""
"80929000","KG","Fresh cherries (excl. sour cherries)"
"80930100","KG","Fresh nectarines"
"80930900","KG","Fresh peaches (excl. nectarines)"
"80940050","KG","Fresh plums"
"80940900","KG","Fresh sloes"
"81010000","KG","Fresh strawberries"
"81020100","KG","Fresh raspberries"
"81020900","KG","Fresh blackberries, mulberries and loganberries"
"81030100","KG","Fresh blackcurrants"
"81030300","KG","Fresh redcurrants"
"81030900","KG","Fresh whitecurrants and gooseberries"
"81040100","KG","Fresh cowberries, foxberries or mountain cranberries ""fruit of the species Vaccinium vitis-idaea"""
"81040300","KG","Fresh fruit of species Vaccinium myrtillus"
"81040500","KG","Fresh fruit of species Vaccinium macrocarpum and Vaccinium corymbosum"
"81050000","KG","Fresh kiwifruit"
"81060000","KG","Fresh durians"
"81070000","KG","Fresh persimmons"
"81090200","KG","Fresh tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya"
"81090750","KG","Fresh fruit, edible (excl. nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, jackfruit, lychees, sapodillo plums, passion fruit, carambola, pitahaya, citrus fruit, grapes, melons, a"
"81110110","KG","Strawberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of > 13%, frozen"
"81110190","KG","Strawberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of <= 13%, frozen"
"81110900","KG","Strawberries, uncooked or cooked by steaming or boiling in water, unsweetened, frozen"
"81120110","KG","Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of > 13%, frozen"
"81120190","KG","Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries, uncooked or cooked by steaming or boiling in water, sweetened, with sugar content of <= 13%, frozen"
"81120310","KG","Raspberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
"81120390","KG","Black currants, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
"81120510","KG","Red currants, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
"81120590","KG","Blackberries and mulberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
"81120900","KG","Loganberries, white currants and gooseberries, uncooked or cooked by steaming or boiling in water, frozen, unsweetened"
"81190110","KG","Guavas, mangoes, mangosteens, papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola, pitahaya, coconuts, cashew nuts, brazil nuts, areca ""betel"" nuts, cola nuts and macadamia nuts, uncooked or cooked by "
"81190190","KG","Frozen fruit and nuts, edible, uncooked or cooked by steaming or boiling in water, containing added sugar or other sweetening matter, with a sugar content of > 13% by weight (excl. strawberries, raspberries, blackberries, mulberries, loganberries, black, "
"100630980","KG","Wholly milled long grain rice, length-width ratio >= 3, whether or not polished or glazed (excl. parboiled)"
"100640000","KG","Broken rice"
"100710100","KG","Hybrid grain sorghum, for sowing"
"81350120","KG","Mixtures of dried papaws ""papayas"", tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passion fruit, carambola and pitahaya, not containing prunes"
"81350150","KG","Mixtures of dried fruit, not containing prunes (excl. mixtures of nuts, bananas, dates, figs, pineapples, avocados, guavas, mangoes, mangosteens, papaws ""papayas"", citrus fruit, grapes, tamarinds, cashew apples, lychees, jackfruit, sapodillo plums, passio"
"60420400","KG","Fresh conifer branches, suitable for bouquets or ornamental purposes"
"60420900","KG","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, fresh, suitable for bouquets or ornamental purposes (excl. Christmas trees and conifer branches)"
"60490110","KG","Reindeer moss, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared"
"60490190","KG","Mosses and lichens, suitable for bouquets or ornamental purposes, dried, dyed, bleached, impregnated or otherwise prepared (excl. reindeer moss)"
"60490910","KG","Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, suitable for bouquets or ornamental purposes, dried"
"60490990","KG","Foliage, branches and other parts of plants, without flowers or buds, and grasses, suitable for bouquets or for ornamental purposes, dyed, bleached, impregnated or otherwise prepared (excl. dried)"
"70110000","KG","Seed potatoes"
"70190100","KG","Potatoes for manufacture of starch, fresh or chilled"
"70190500","KG","Fresh or chilled new potatoes from 1 January to 30 June"
"70190900","KG","Potatoes, fresh or chilled (excl. new potatoes from 1 January to 30 June, seed potatoes and potatoes for manufacture of starch)"
"70200000","KG","Tomatoes, fresh or chilled"
"70310110","KG","Onion sets, fresh or chilled"
"70310190","KG","Onions, fresh or chilled (excl. sets)"
"70310900","KG","Shallots, fresh or chilled"
"70320000","KG","Garlic, fresh or chilled"
"70390000","KG","Leeks and other alliaceous vegetables, fresh or chilled (excl. onions, shallots and garlic)"
"70410000","KG","Fresh or chilled cauliflowers and headed broccoli"
"70420000","KG","Brussels sprouts, fresh or chilled"
"70490100","KG","White and red cabbages, fresh or chilled"
"70490900","KG","Kohlrabi, kale and similar edible brassicas, fresh or chilled (excl. cauliflowers, headed broccoli, Brussels sprouts, white and red cabbages)"
"70511000","KG","Fresh or chilled cabbage lettuce"
"70519000","KG","Fresh or chilled lettuce (excl. cabbage lettuce)"
"70521000","KG","Fresh or chilled witloof chicory"
"70529000","KG","Fresh or chilled chicory (excl. witloof chicory)"
"70610000","KG","Fresh or chilled carrots and turnips"
"70690100","KG","Fresh or chilled celeriac ""rooted celery or German celery"""
"70690300","KG","Fresh or chilled horse-radish ""Cochlearia armoracia"""
"70690900","KG","Fresh or chilled salad beetroot, salsify, radishes and similar edible roots (excl. carrots, turnips, celeriac and horse-radish)"
"70700050","KG","Cucumbers, fresh or chilled"
"70700900","KG","Fresh or chilled gherkins"
"70810000","KG","Fresh or chilled peas ""Pisum sativum"", shelled or unshelled"
"70820000","KG","Fresh or chilled beans ""Vigna spp., Phaseolus spp."", shelled or unshelled"
"70890000","KG","Fresh or chilled leguminous vegetables, shelled or unshelled (excl. peas ""Pisum sativum"" and beans ""Vigna spp., Phaseolus spp."")"
"70920000","KG","Fresh or chilled asparagus"
"70930000","KG","Fresh or chilled aubergines ""eggplants"""
"70940000","KG","Fresh or chilled celery (excl. celeriac)"
"70951000","KG","Fresh or chilled mushrooms of the genus ""Agaricus"""
"70959100","KG","Fresh or chilled chanterelles"
"70992900","KG","Fresh or chilled olives for oil production"
"70993100","KG","Fresh or chilled courgettes"
"70993900","KG","Fresh or chilled pumpkins, squash and gourds ""Cucurbita spp."" (excl. courgettes)"
"70999100","KG","Fresh or chilled salad vegetables (excl. lettuce and chicory)"
"70999200","KG","Fresh or chilled chard ""white beet"" and cardoons"
"70999400","KG","Fresh or chilled capers"
"70999500","KG","Fresh or chilled fennel"
"70999600","KG","Fresh or chilled sweetcorn"
"70999900","KG","Fresh or chilled vegetables n.e.s."
"71010000","KG","Potatoes, uncooked or cooked by steaming or by boiling in water, frozen"
"71021000","KG","Shelled or unshelled peas ""Pisum sativum"", uncooked or cooked by steaming or by boiling in water, frozen"
"71022000","KG","Shelled or unshelled beans ""Vigna spp., Phaseolus spp."", uncooked or cooked by steaming or by boiling in water, frozen"
"71029000","KG","Leguminous vegetables, shelled or unshelled, uncooked or cooked by steaming or by boiling in water, frozen (excl. peas and beans)"
"71030000","KG","Spinach, New Zealand spinach and orache spinach, uncooked or cooked by steaming or by boiling in water, frozen"
"71040000","KG","Sweetcorn, uncooked or cooked by steaming or by boiling in water, frozen"
"71080100","KG","Olives, uncooked or cooked by steaming or by boiling in water, frozen"
"71080510","KG","Sweet peppers, uncooked or cooked by steaming or by boiling in water, frozen"
"71080590","KG","Fruits of genus Capsicum or Pimenta, uncooked or cooked by steaming or by boiling in water, frozen (excl. sweet peppers)"
"71080610","KG","Frozen mushrooms of the genus Agaricus, uncooked or cooked by steaming or by boiling in water"
"71080690","KG","Frozen mushrooms, uncooked or cooked by steaming or by boiling in water (excl. of the genus Agaricus)"
"71080700","KG","Tomatoes, uncooked or cooked by steaming or by boiling in water, frozen"
"71080800","KG","Artichokes, uncooked or cooked by steaming or by boiling in water, frozen"
"71080850","KG","Asparagus, whether or not cooked by boiling in water or by steaming, frozen"
"71080950","KG","Vegetables, whether or not cooked by boiling in water or by steaming, frozen (excl. potatoes, leguminous vegetables, spinach, New Zealand spinach, orache spinach, sweetcorn, olives, fruits of the genus Capsicum or of the genus Pimenta, mushrooms, tomatoes"
"71090000","KG","Mixtures of vegetables, uncooked or cooked by steaming or by boiling in water, frozen"
"71120100","KG","Olives provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. for oil production)"
"71120900","KG","Olives provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption, for oil production"
"71140000","KG","Cucumbers and gherkins provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71151000","KG","Mushrooms of the genus ""Agaricus"", provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71159000","KG","Mushrooms and truffles, provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. mushrooms of the genus ""Agaricus"")"
"71190100","KG","Fruits of genus Capsicum or Pimenta provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. sweet pepper)"
"71190300","KG","Sweetcorn provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71190500","KG","Onions provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71190700","KG","Capers provisionally preserved, e.g. by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption"
"71190800","KG","Vegetables provisionally preserved, e.g., by sulphur dioxide gas, in brine, in sulphur water or in other preservative solutions, but unsuitable in that state for immediate consumption (excl. olives, capers, cucumbers and gherkins, mushrooms, truffles, fru"
"71220000","KG","Dried onions, whole, cut, sliced, broken or in powder, but not further prepared"
"71231000","KG","Dried mushrooms of the genus ""Agaricus"", whole, cut, sliced, broken or in powder, but not further prepared"
"71232000","KG","Dried wood ears ""Auricularia spp."", whole, cut, sliced, broken or in powder, but not further prepared"
"71233000","KG","Dried jelly fungi ""Tremella spp."", whole, cut, sliced, broken or in powder, but not further prepared"
"71239000","KG","Dried mushrooms and truffles, whole, cut, sliced, broken or in powder, but not further prepared (excl. mushrooms of the genus ""Agaricus"", wood ears ""Auricularia spp."" and jelly fungi ""Tremella spp."")"
"71290050","KG","Dried potatoes, whether or not cut or sliced, but not further prepared"
"71290110","KG","Dried sweetcorn, hybrid, for sowing"
"71290190","KG","Dried sweetcorn ""Zea mays var. saccharata"", whether or nor cut or sliced, but not further prepared (excl. hybrids for sowing)"
"71290300","KG","Dried tomatoes, whole, cut, sliced, broken or in powder, but not further prepared"
"71290500","KG","Dried carrots, whole, cut, sliced, broken or in powder, but not further prepared"
"71290900","KG","Dried vegetables and mixtures of vegetables, whole, cut, sliced, broken or in powder, but not further prepared (excl. potatoes, onions, mushrooms, truffles, sweetcorn, tomatoes and carrots)"
"71310100","KG","Peas, ""Pisum sativum"", dried and shelled, for sowing"
"71310900","KG","Peas, ""Pisum sativum"", dried and shelled, whether or not skinned or split (excl. peas for sowing)"
"71320000","KG","Dried, shelled chickpeas ""garbanzos"", whether or not skinned or split"
"71331000","KG","Dried, shelled beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", whether or not skinned or split"
"71332000","KG","Dried, shelled small red ""Adzuki"" beans ""Phaseolus or Vigna angularis"", whether or not skinned or split"
"71333100","KG","Dried, shelled kidney beans ""Phaseolus vulgaris"", for sowing"
"71333900","KG","Dried, shelled kidney beans ""Phaseolus vulgaris"", whether or not skinned or split (excl. for sowing)"
"71334000","KG","Dried, shelled bambara beans ""Vigna subterranea or Voandzeia subterranea"", whether or not skinned or split"
"71335000","KG","Dried, shelled cow peas ""Vigna unguiculata"", whether or not skinned or split"
"71339000","KG","Dried, shelled beans ""Vigna and Phaseolus"", whether or not skinned or split (excl. beans of species ""Vigna mungo [L.] Hepper or Vigna radiata [L.] Wilczek"", small red ""Adzuki"" beans, kidney beans, Bambara beans and cow peas)"
"71340000","KG","Dried, shelled lentils, whether or not skinned or split"
"71350000","KG","Dried, shelled broad beans ""Vicia faba var. major"" and horse beans ""Vicia faba var. equina and Vicia faba var. minor"", whether or not skinned or split"
"71360000","KG","Dried, shelled pigeon peas ""Cajanus cajan"", whether or not skinned or split"
"71390000","KG","Dried, shelled leguminous vegetables, whether or not skinned or split (excl. peas, chickpeas, beans, lentils, broad beans, horse beans and pigeon peas)"
"71410000","KG","Fresh, chilled, frozen or dried roots and tubers of manioc ""cassava"", whether or not sliced or in the form of pellets"
"71420100","KG","Sweet potatoes, fresh, whole, for human consumption"
"40690190","KG","Glarus herb cheese ""known as Schabziger"" made from skimmed milk and mixed with finely ground herbs (excl. grated or powdered and for processing)"
"40690210","KG","Cheddar (excl. grated or powdered and for processing)"
"40690230","KG","Edam (excl. grated or powdered and for processing)"
"40690250","KG","Tilsit (excl. grated or powdered and for processing)"
"40690270","KG","Butterkõse (excl. grated or powdered and for processing)"
"40690290","KG","Kashkaval (excl. grated or powdered and for processing)"
"40690320","KG","Feta (excl. for processing)"
"40690350","KG","Kefalo-Tyri (excl. grated or powdered and for processing)"
"40690370","KG","Finlandia (excl. grated or powdered and for processing)"
"40690390","KG","Jarlsberg (excl. grated or powdered and for processing)"
"40690500","KG","Sheep's or buffalo milk cheese, in containers containing brine, or in sheepskin or goatskin bottles (excl. feta)"
"40690630","KG","Fiore Sardo and Pecorino, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of <= 47% (excl. grated or powdered and for processing)"
"40690690","KG","Cheese of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of <= 47%, n.e.s."
"40690730","KG","Provolone of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40690750","KG","Asiago, Caciocavallo, Montasio and Ragusano, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40690760","KG","Danbo, Fontal, Fontina, Fynbo, Havarti, Maribo and Sams°, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40690780","KG","Gouda, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40690790","KG","Esrom, Italico, Kernhem, Saint-Nectaire, Saint-Paulin and Taleggio, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40690810","KG","Cantal, Cheshire, Wensleydale, Lancashire, Double Gloucester, Blarney, Colby and Monterey, of a fat content by weight of <= 40% and a water content, by weight, of non-fatty matter of > 47% but <= 72% (excl. grated or powdered and for processing)"
"40719190","KG","Fertilised poultry eggs for incubation (excl. of turkeys, geese and fowls)"
"40719900","KG","Fertilised birds' eggs for incubation (excl. of poultry)"
"40721000","KG","Fresh eggs of domestic fowls, in shell (excl. fertilised for incubation)"
"40729100","KG","Fresh poultry eggs, in shell (excl. of fowls, and fertilised for incubation)"
"40729900","KG","Fresh birds' eggs, in shell (excl. of poultry, and fertilised for incubation)"
"40790100","KG","Poultry eggs, in shell, preserved or cooked"
"40790900","KG","Birds' eggs, in shell, preserved or cooked (excl. of poultry)"
"40811200","KG","Egg yolks, dried, not suitable for human consumption, whether or not containing added sugar or other sweetening matter"
"40811800","KG","Egg yolks, dried, for human consumption, whether or not containing added sugar or other sweetening matter"
"40819200","KG","Egg yolks, fresh, cooked by steaming or boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, unsuitable for human consumption (excl. dried)"
"40819810","KG","Egg yolks, liquid, suitable for human consumption, whether or not containing added sugar or other sweetening matter"
"40819890","KG","Egg yolks (other than liquid), frozen or otherwise preserved, suitable for human consumption, whether or not containing added sugar or other sweetening matter (excl. dried)"
"40891200","KG","Dried birds' eggs, not in shell, whether or not containing added sugar or other sweetening matter, not suitable for human consumption (excl. egg yolks)"
"40891800","KG","Dried birds' eggs, not in shell, whether or not containing added sugar or other sweetening matter, suitable for human consumption (excl. egg yolks)"
"40899200","KG","Birds' eggs, not in shell, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, not suitable for human consumption (excl. dried and egg yolks)"
"40899800","KG","Birds' eggs, not in shell, fresh, cooked by steaming or by boiling in water, moulded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter, suitable for human consumption (excl. dried and egg yolks)"
"40900000","KG","Natural honey"
"41000000","KG","Turtles' eggs, birds' nests and other edible products of animal origin, n.e.s."
"50100000","KG","Human hair, unworked, whether or not washed or scoured; waste of human hair"
"50210000","KG","Pigs', hogs' or boars' bristles and waste of such bristles"
"50290000","KG","Badger and other brush making hair and waste thereof"
"50400000","KG","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
"50510100","KG","Raw feathers used for stuffing and down, whether or not de-dusted, disinfected or simply cleaned"
"50510900","KG","Feathers used for stuffing and down, thoroughly cleaned and treated for preservation"
"50590000","KG","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers, whether or not with trimmed edges, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of feathers (ex"
"50610000","KG","Ossein and bones treated with acid"
"50690000","KG","Bones and horn-cores and their powder and waste, unworked, defatted, degelatinised or simply prepared (excl. ossein and bones treated with acid and cut to shape)"
"50710000","KG","Ivory, unworked or simply prepared, its powder and waste (excl. cut to shape)"
"50790000","KG","Tortoiseshell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared, their powder and waste (excl. cut to shape and ivory)"
"50800000","KG","Coral and similar materials, shells of molluscs, crustaceans or echinoderms, cuttle-bone, powder and waste thereof, unworked or simply prepared but not otherwise worked or cut to shape"
"51000000","KG","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved"
"51110000","KG","Bovine semen"
"51191100","KG","Fish waste"
"51191900","KG","Products of fish or crustaceans, molluscs or other aquatic invertebrates (excl. fish waste); dead fish, crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption"
"51199100","KG","Sinews or tendons of animal origin, parings and similar waste of raw hides or skins"
"51199310","KG","Raw natural sponges of animal origin"
"51199390","KG","Natural sponges of animal origin (excl. raw)"
"51199850","KG","Animal products, n.e.s.; dead animals, unfit for human consumption (excl. fish, crustaceans, molluscs and other aquatic invertebrates)"
"60110100","KG","Dormant hyacinth bulbs"
"60110200","KG","Dormant narcissi bulbs"
"60110300","KG","Dormant tulip bulbs"
"60110400","KG","Dormant gladioli bulbs"
"60110900","KG","Dormant bulbs, tubers, tuberous roots, corms, crowns and rhizomes (excl. those used for human consumption, hyacinth, narcissi, tulip, gladioli and chicory plants and roots)"
"60120100","KG","Chicory plants and roots (excl. chicory roots of the variety cichorium intybus sativum)"
"60120300","KG","Orchid, hyacinth, narcissi and tulip bulbs, in growth or in flower"
"60120900","KG","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, in growth or in flower (excl. those used for human consumption, orchids, hyacinths, narcissi, tulips and chicory plants and roots)"
"60210100","KG","Unrooted vine cuttings and slips"
"60210900","KG","Unrooted cuttings and slips (excl. vines)"
"60220100","KG","Vine slips, grafted or rooted"
"60220900","KG","Trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts (excl. vine slips)"
"60230000","KG","Rhododendrons and azaleas, grafted or not"
"60240000","KG","Roses, whether or not grafted"
"60290100","KG","Mushroom spawn"
"60290200","KG","Pineapple plants"
"60290300","KG","Vegetable and strawberry plants"
"60290410","KG","Live forest trees"
"60290450","KG","Outdoor rooted cuttings and young plants of trees, shrubs and bushes (excl. fruit, nut and forest trees)"
"60290490","KG","Outdoor trees, shrubs and bushes, incl. their roots (excl. cuttings, slips and young plants, and fruit, nut and forest trees)"
"60290700","KG","Indoor rooted cuttings and young plants (excl. cacti)"
"60290910","KG","Indoor flowering plants with buds or flowers (excl. cacti)"
"60290990","KG","Live indoor plants and cacti (excl. rooted cuttings, young plants and flowering plants with buds or flowers)"
"60311000","KG","Fresh cut roses and buds, of a kind suitable for bouquets or for ornamental purposes"
"60312000","KG","Fresh cut carnations and buds, of a kind suitable for bouquets or for ornamental purposes"
"60313000","KG","Fresh cut orchids and buds, of a kind suitable for bouquets or for ornamental purposes"
"60314000","KG","Fresh cut chrysanthemums and buds, of a kind suitable for bouquets or for ornamental purposes"
"60315000","KG","Fresh cut lilies ""Lilium spp."" and buds, of a kind suitable for bouquets or for ornamental purposes"
"60319100","KG","Fresh cut gladioli and buds, of a kind suitable for bouquets or for ornamental purposes"
"60319800","KG","Fresh cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes (excl. roses, carnations, orchids, gladioli, chrysanthemums and lilies)"
"60390000","KG","Dried, dyed, bleached, impregnated or otherwise prepared cut flowers and buds, of a kind suitable for bouquets or for ornamental purposes"
"60420110","KG","Reindeer moss, suitable for bouquets or ornamental purposes, fresh"
"60420190","KG","Mosses and lichens, suitable for bouquets or ornamental purposes, fresh (excl. reindeer moss)"
"60420200","KG","Fresh Christmas trees"
"70959300","KG","Fresh or chilled flap mushrooms"
"70959500","KG","Fresh or chilled truffles"
"70959900","KG","Fresh or chilled edible mushrooms (excl. chanterelles, flap mushrooms, mushrooms of the genus ""Agaricus"" and truffles)"
"70960100","KG","Fresh or chilled sweet peppers"
"70960910","KG","Fresh or chilled fruits of genus Capsicum for industrial manufacture of capsicin or capsicum oleoresin dyes"
"70960950","KG","Fresh or chilled fruits of genus Capsicum or Pimenta for industrial manufacture of essential oils or resinoids"
"70970000","KG","Fresh or chilled spinach, New Zealand spinach and orache spinach"
"70991000","KG","Fresh or chilled globe artichokes"
"70992100","KG","Fresh or chilled olives (excl. for oil production)"
